Agar Agar,https://en.wikipedia.org/wiki/Agar,https://upload.wikimedia.org/wikipedia/commons/9/92/Ogo.jpg,,
Agar Agar Flake,NAN,NAN,,
Agar Agar Powder,https://en.wikipedia.org/wiki/Agar,https://upload.wikimedia.org/wikipedia/commons/9/92/Ogo.jpg,,
Agave Nectar,https://en.wikipedia.org/wiki/Agave_nectar,https://upload.wikimedia.org/wikipedia/commons/2/22/Concha_%28pan_dulce_mexicano%29_01.JPG,,
Agave Syrup,https://en.wikipedia.org/wiki/Agave_nectar,https://upload.wikimedia.org/wikipedia/commons/2/22/Concha_%28pan_dulce_mexicano%29_01.JPG,,
Aged Cheddar Cheese,https://en.wikipedia.org/wiki/Cheddar_cheese,https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg,,
Aged White Cheddar Cheese,https://en.wikipedia.org/wiki/Cheddar_cheese,https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg,,
Ahi Steak,https://en.wikipedia.org/wiki/Whoa_Nellie_Deli,https://upload.wikimedia.org/wikipedia/commons/9/9d/Whoa_Nellie_Deli_3.JPG,,
Ahi Tuna,https://en.wikipedia.org/wiki/Yellowfin_tuna,https://upload.wikimedia.org/wikipedia/commons/8/8c/Lobster_%28PSF%29.png,,
Ahi Tuna Loin,NAN,NAN,,
Ahi Tuna Steak,https://en.wikipedia.org/wiki/List_of_Hawaiian_dishes,https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg,,
Aioli,https://en.wikipedia.org/wiki/Aioli,https://upload.wikimedia.org/wikipedia/commons/b/b5/Allioli.jpg,,
Aji Amarillo,https://en.wikipedia.org/wiki/Capsicum_baccatum,https://upload.wikimedia.org/wikipedia/commons/7/7e/Capsicum_bacatuum_flower.jpg,,
Aji Amarillo Chile Paste,NAN,NAN,,
Aji Amarillo Pepper,https://en.wikipedia.org/wiki/Capsicum_baccatum,https://upload.wikimedia.org/wikipedia/commons/7/7e/Capsicum_bacatuum_flower.jpg,,
Aji Chile,https://en.wikipedia.org/wiki/Capsicum_baccatum,https://upload.wikimedia.org/wikipedia/commons/7/7e/Capsicum_bacatuum_flower.jpg,,
Aji Mirin Sweet Rice Cooking Wine,NAN,NAN,,
Aji Nori,NAN,NAN,,
Aji Pepper,https://en.wikipedia.org/wiki/Capsicum_baccatum,https://upload.wikimedia.org/wikipedia/commons/7/7e/Capsicum_bacatuum_flower.jpg,,
Ajinomoto,https://en.wikipedia.org/wiki/Ajinomoto,https://upload.wikimedia.org/wikipedia/commons/e/ed/Decrease2.svg,,
Ajmoh Seed,NAN,NAN,,
Ajwain,https://en.wikipedia.org/wiki/Ajwain,https://upload.wikimedia.org/wikipedia/commons/a/a6/Carom_Flowers.jpg,,
Ajwain Seed,https://en.wikipedia.org/wiki/Ajwain,https://upload.wikimedia.org/wikipedia/commons/a/a6/Carom_Flowers.jpg,,
Alaskan Cod,NAN,NAN,,
Alaskan King Crab Leg,https://en.wikipedia.org/wiki/Red_king_crab,https://upload.wikimedia.org/wikipedia/commons/a/a7/Spider_crab.jpg,,
Albacore,https://en.wikipedia.org/wiki/Albacore,https://upload.wikimedia.org/wikipedia/commons/e/ed/Hooked_albacore_tuna.jpg,,
Albacore Tuna,https://en.wikipedia.org/wiki/Albacore,https://upload.wikimedia.org/wikipedia/commons/e/ed/Hooked_albacore_tuna.jpg,,
Albacore Tuna In Water,https://en.wikipedia.org/wiki/Albacore,https://upload.wikimedia.org/wikipedia/commons/e/ed/Hooked_albacore_tuna.jpg,,
Ale,https://en.wikipedia.org/wiki/Ale,https://upload.wikimedia.org/wikipedia/commons/6/6b/Real_Ale_2004-05-09_cropped.jpg,,
Aleppo Pepper,https://en.wikipedia.org/wiki/Aleppo_pepper,https://upload.wikimedia.org/wikipedia/commons/1/10/Chilli25.svg,,
Aleppo Pepper Flake Red Pepper Flake,https://en.wikipedia.org/wiki/Aleppo_pepper,https://upload.wikimedia.org/wikipedia/commons/1/10/Chilli25.svg,,
Alfalfa,https://en.wikipedia.org/wiki/Alfalfa,https://upload.wikimedia.org/wikipedia/commons/7/7e/Alfalfa_hay%2C_1915.jpg,,
Alfalfa Sprout,https://en.wikipedia.org/wiki/Alfalfa,https://upload.wikimedia.org/wikipedia/commons/7/7e/Alfalfa_hay%2C_1915.jpg,,
Alfredo Pasta Sauce,https://en.wikipedia.org/wiki/Fettuccine_Alfredo,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,,
Alfredo Sauce,https://en.wikipedia.org/wiki/Fettuccine_Alfredo,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,,
Alfredo Sauce Mix,https://en.wikipedia.org/wiki/Fettuccine_Alfredo,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,,
Alfredo Sauce With Parmesan Cheese,NAN,NAN,,
Alfredo Style Pasta Sauce,https://en.wikipedia.org/wiki/Pasta,https://upload.wikimedia.org/wikipedia/commons/a/a2/Asian_Style_Italian_Pasta.jpg,,
Alize Red Passion Liqueur,NAN,NAN,,
All Beef Hot Dog,https://en.wikipedia.org/wiki/Chicago-style_hot_dog,https://upload.wikimedia.org/wikipedia/commons/d/d6/Chicago-style_hot_dog_Johnniebeefs.jpg,,
All Beef Wiener,https://en.wikipedia.org/wiki/Hot_wiener,https://upload.wikimedia.org/wikipedia/commons/d/df/Wikibooks-logo-en-noslogan.svg,,
All Fruit Raspberry Jam,https://en.wikipedia.org/wiki/Raspberry,https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg,,
All Purpose Baking Mix,https://en.wikipedia.org/wiki/Baking_mix,https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg,,
All Purpose Buttermilk Baking Mix,https://en.wikipedia.org/wiki/Baking,https://upload.wikimedia.org/wikipedia/commons/f/fd/Bedouins_making_bread.jpg,,
All Purpose Dinner Crepe Batter,NAN,NAN,,
All Purpose Flour,https://en.wikipedia.org/wiki/Flour,https://upload.wikimedia.org/wikipedia/commons/f/fb/Farine_de_manioc_et_de_mais.jpg,,
All Purpose Potato,https://en.wikipedia.org/wiki/Potato,https://upload.wikimedia.org/wikipedia/commons/1/13/Bauernfr%C3%BChst%C3%BCck-01.jpg,,
All Purpose White Flour,https://en.wikipedia.org/wiki/Maida_flour,https://upload.wikimedia.org/wikipedia/commons/4/49/Maida_flour.jpg,,
Alligator Meat,https://en.wikipedia.org/wiki/Alligator_meat,https://upload.wikimedia.org/wikipedia/commons/1/10/Blackened_Alligator_at_Felix.jpg,,
Allspice,https://en.wikipedia.org/wiki/Allspice,https://upload.wikimedia.org/wikipedia/commons/a/a5/Pimenta_dioica_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-239.jpg,,
Allspice Berry,https://en.wikipedia.org/wiki/Allspice,https://upload.wikimedia.org/wikipedia/commons/a/a5/Pimenta_dioica_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-239.jpg,,
Almond,https://en.wikipedia.org/wiki/Almond,https://upload.wikimedia.org/wikipedia/commons/3/33/Almond_goodies.JPG,,
Almond Bread Crumb,https://en.wikipedia.org/wiki/Bread,https://upload.wikimedia.org/wikipedia/commons/e/e6/Breaddough2.jpg,,
Almond Butter,https://en.wikipedia.org/wiki/Almond_butter,https://upload.wikimedia.org/wikipedia/en/1/16/Almond_butter.JPG,,
Almond Extract,https://en.wikipedia.org/wiki/Almond,https://upload.wikimedia.org/wikipedia/commons/3/33/Almond_goodies.JPG,,
Almond Flavored Liqueur,https://en.wikipedia.org/wiki/List_of_liqueurs,https://upload.wikimedia.org/wikipedia/commons/1/14/Creme_de_violette.jpg,,
Almond Flavoring,https://en.wikipedia.org/wiki/Benzaldehyde,https://upload.wikimedia.org/wikipedia/commons/5/5e/Benzaldehyde-3D-balls-B.png,,
Almond Flour,https://en.wikipedia.org/wiki/Almond_meal,https://upload.wikimedia.org/wikipedia/commons/1/11/Almond_meal_by_hand.jpg,,
Almond Granola,NAN,NAN,,
Almond Half,https://en.wikipedia.org/wiki/Almond,https://upload.wikimedia.org/wikipedia/commons/3/33/Almond_goodies.JPG,,
Almond Macadamia Nut,https://en.wikipedia.org/wiki/Macadamia,https://upload.wikimedia.org/wikipedia/commons/0/02/Macadamia_integrifolia%2C_buds.jpg,,
Almond Meal,https://en.wikipedia.org/wiki/Almond_meal,https://upload.wikimedia.org/wikipedia/commons/1/11/Almond_meal_by_hand.jpg,,
Almond Milk,https://en.wikipedia.org/wiki/Almond_milk,https://upload.wikimedia.org/wikipedia/commons/d/df/Wikibooks-logo-en-noslogan.svg,,
Almond Paste,https://en.wikipedia.org/wiki/Almond_paste,https://upload.wikimedia.org/wikipedia/commons/6/65/Pesce_di_pasta_di_mandorle.jpg,,
Almond Sliver,https://en.wikipedia.org/wiki/Almond,https://upload.wikimedia.org/wikipedia/commons/3/33/Almond_goodies.JPG,,
Almost Kai Banana,"https://en.wikipedia.org/wiki/Ni_Hao,_Kai-Lan",https://upload.wikimedia.org/wikipedia/en/7/7e/Ni-hao-kai-lan-tv-show-mainImage.jpg,,
Almost No Knead Rye Bread,NAN,NAN,,
Almond Bread Crumb,https://en.wikipedia.org/wiki/Bread,https://upload.wikimedia.org/wikipedia/commons/e/e6/Breaddough2.jpg,,
Alphonso Mango,https://en.wikipedia.org/wiki/Alphonso_(mango),https://upload.wikimedia.org/wikipedia/commons/8/8c/Mangoes-left.jpg,,
Alpine Lace 97 % Reduced Fat Cooked Ham,NAN,NAN,,
Alpine Lace Reduced Fat Swiss Cheese,NAN,NAN,,
Alum,https://en.wikipedia.org/wiki/Alum,https://upload.wikimedia.org/wikipedia/commons/e/ed/Papapishu-Lab-icon-6.svg,,
Aluminum Foil,https://en.wikipedia.org/wiki/Aluminium_foil,https://upload.wikimedia.org/wikipedia/commons/e/ed/Papapishu-Lab-icon-6.svg,,
Amaranth,https://en.wikipedia.org/wiki/Amaranth,https://upload.wikimedia.org/wikipedia/commons/6/66/Amaranthus.hybridus1web.jpg,,
Amaranth Flour,https://en.wikipedia.org/wiki/Flour,https://upload.wikimedia.org/wikipedia/commons/f/fb/Farine_de_manioc_et_de_mais.jpg,,
Amaranth Green,https://en.wikipedia.org/wiki/Amaranth,https://upload.wikimedia.org/wikipedia/commons/6/66/Amaranthus.hybridus1web.jpg,,
Amarena Cherry,https://en.wikipedia.org/wiki/Amarena_cherry,https://upload.wikimedia.org/wikipedia/commons/4/40/Bing_Cherries_%28USDA_ARS%29.jpg,,
Amaretti,https://en.wikipedia.org/wiki/Amaretti_di_Saronno,https://upload.wikimedia.org/wikipedia/commons/d/df/Wikibooks-logo-en-noslogan.svg,,
Amaretti Cookie,https://en.wikipedia.org/wiki/Amaretti_di_Saronno,https://upload.wikimedia.org/wikipedia/commons/d/df/Wikibooks-logo-en-noslogan.svg,,
Amaretti Cookie Crumb,NAN,NAN,,
Amaretti Cooky,NAN,NAN,,
Amaretto,https://en.wikipedia.org/wiki/Amaretto,https://upload.wikimedia.org/wikipedia/commons/f/f7/Flessen_drank.jpg,,
Amaretto Di Saronno Liqueur,https://en.wikipedia.org/wiki/Saronno,https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg,,
Amaretto Liqueur,https://en.wikipedia.org/wiki/Amaretto,https://upload.wikimedia.org/wikipedia/commons/f/f7/Flessen_drank.jpg,,
Amaro Liqueur,https://en.wikipedia.org/wiki/Amaro_(liqueur),https://upload.wikimedia.org/wikipedia/commons/f/f7/Flessen_drank.jpg,,
Amarula Cream Liqueur,https://en.wikipedia.org/wiki/Amarula,https://upload.wikimedia.org/wikipedia/commons/b/b0/Glass_of_Amarula_2.jpg,,
Amarula Liqueur,https://en.wikipedia.org/wiki/Amarula,https://upload.wikimedia.org/wikipedia/commons/b/b0/Glass_of_Amarula_2.jpg,,
Amber Rum,https://en.wikipedia.org/wiki/Amber_Heard,https://upload.wikimedia.org/wikipedia/en/b/b7/Pending-protection-shackle.svg,,
Amchoor,https://en.wikipedia.org/wiki/Amchoor,https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg,,
Amchoor Mango Powder,https://en.wikipedia.org/wiki/Amchoor,https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg,,
Amchoor Powder,https://en.wikipedia.org/wiki/Amchoor,https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg,,
Amchur,https://en.wikipedia.org/wiki/Amchoor,https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg,,
Amchur Powder,https://en.wikipedia.org/wiki/Amchoor,https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg,,
American Cheese,https://en.wikipedia.org/wiki/American_cheese,https://upload.wikimedia.org/wikipedia/commons/5/54/WikiCheese_-_Tomme_de_Savoie_-_20150619_-_005.jpg,,
American Cheese Food,https://en.wikipedia.org/wiki/American_cheese,https://upload.wikimedia.org/wikipedia/commons/5/54/WikiCheese_-_Tomme_de_Savoie_-_20150619_-_005.jpg,,
American Cheese Spread,https://en.wikipedia.org/wiki/Pimento_cheese,https://upload.wikimedia.org/wikipedia/commons/8/81/Pimento_cheese_in_the_Charlotte_airport.jpg,,
American Cheese Your Choice,https://en.wikipedia.org/wiki/Who_Moved_My_Cheese%3F,American Cheese Your Choice,NAN,NAN
Anaheim,"https://en.wikipedia.org/wiki/Anaheim,_California",https://upload.wikimedia.org/wikipedia/commons/4/4a/Angelstadiummarch2019.jpg,,
Anaheim Chile,https://en.wikipedia.org/wiki/New_Mexico_chile,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hatch_green_chile.jpg,,
Anaheim Chile Pepper,https://en.wikipedia.org/wiki/New_Mexico_chile,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hatch_green_chile.jpg,,
Anaheim Chili,https://en.wikipedia.org/wiki/New_Mexico_chile,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hatch_green_chile.jpg,,
Anaheim Chilies,NAN,NAN,,
Anaheim Pepper,https://en.wikipedia.org/wiki/New_Mexico_chile,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hatch_green_chile.jpg,,
Ancho Chile,https://en.wikipedia.org/wiki/Poblano,https://upload.wikimedia.org/wikipedia/commons/5/5c/Emoji_u1f34f.svg,,
Ancho Chile Pepper,NAN,NAN,,
Ancho Chile Powder,NAN,NAN,,
Ancho Chili,https://en.wikipedia.org/wiki/Poblano,https://upload.wikimedia.org/wikipedia/commons/5/5c/Emoji_u1f34f.svg,,
Ancho Chili Powder,https://en.wikipedia.org/wiki/Chili_powder,https://upload.wikimedia.org/wikipedia/commons/e/e0/Gochugaru.jpg,,
Ancho Chilies,NAN,NAN,,
Anchovy,https://en.wikipedia.org/wiki/Anchovy,https://upload.wikimedia.org/wikipedia/commons/f/f0/Engraulis_encrasicolus_Gervais_flipped.jpg,,
Anchovy Caper,https://en.wikipedia.org/wiki/Anchovies_as_food,https://upload.wikimedia.org/wikipedia/commons/a/ae/FoodMeat.jpg,,
Anchovy Filet,NAN,NAN,,
Anchovy Fillet,https://en.wikipedia.org/wiki/Anchovies_as_food,https://upload.wikimedia.org/wikipedia/commons/a/ae/FoodMeat.jpg,,
Anchovy Paste,https://en.wikipedia.org/wiki/Anchovy_paste,https://upload.wikimedia.org/wikipedia/commons/e/e4/Gentleman%27s_Relish_%28cropped%29.jpg,,
And Robust Red Wine,https://en.wikipedia.org/wiki/Zinfandel,https://upload.wikimedia.org/wikipedia/commons/a/a3/Zin_barrels.jpg,,
Andouille Chicken Sausage,https://en.wikipedia.org/wiki/List_of_sausages,https://upload.wikimedia.org/wikipedia/commons/0/00/Boudin_blanc_au_chou.jpg,,
Andouille Sausage,https://en.wikipedia.org/wiki/Andouille,https://upload.wikimedia.org/wikipedia/commons/1/18/Salami_aka.jpg,,
Andouille Sausage Link,https://en.wikipedia.org/wiki/Andouille,https://upload.wikimedia.org/wikipedia/commons/1/18/Salami_aka.jpg,,
Anejo Cheese,https://en.wikipedia.org/wiki/A%C3%B1ejo_cheese,https://upload.wikimedia.org/wikipedia/commons/f/fe/WFromage.png,,
Angel Flake Coconut,https://en.wikipedia.org/wiki/Coconut_cake,https://upload.wikimedia.org/wikipedia/commons/0/04/Pound_layer_cake.jpg,,
Angel Food Cake,https://en.wikipedia.org/wiki/Angel_food_cake,https://upload.wikimedia.org/wikipedia/commons/5/5f/Angel_food_cake_in_pan.jpg,,
Angel Hair Pasta,https://en.wikipedia.org/wiki/Capellini,https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg,,
Angelica,https://en.wikipedia.org/wiki/Angelica,https://upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg,,
Angelica Leaf,https://en.wikipedia.org/wiki/Angelica,https://upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg,,
Angostura Bitter,https://en.wikipedia.org/wiki/Angostura_bitters,https://upload.wikimedia.org/wikipedia/commons/8/80/Angostura_aromatic_bitters_dD2.jpg,,
Angostura Low Sodium Worcestershire Sauce,NAN,NAN,,
Animal Cracker Cooky,NAN,NAN,,
Anise,https://en.wikipedia.org/wiki/Anise,https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg,,
Anise Extract,https://en.wikipedia.org/wiki/Anise,https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg,,
Anise Flavored Liqueur,https://en.wikipedia.org/wiki/List_of_liqueurs,https://upload.wikimedia.org/wikipedia/commons/1/14/Creme_de_violette.jpg,,
Anise Pod,NAN,NAN,,
Anise Seed,https://en.wikipedia.org/wiki/Anise,https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg,,
Anise Seed Powder,https://en.wikipedia.org/wiki/Illicium_verum,https://upload.wikimedia.org/wikipedia/commons/a/aa/Star_Aniseed_back.jpg,,
Anisette,https://en.wikipedia.org/wiki/Anisette,https://upload.wikimedia.org/wikipedia/commons/a/a9/Marie_Brizard.jpg,,
Anisette Flavoring,NAN,NAN,,
Anisette Liqueur,https://en.wikipedia.org/wiki/Anisette,https://upload.wikimedia.org/wikipedia/commons/a/a9/Marie_Brizard.jpg,,
Anjou Pear,NAN,NAN,,
Annatto Achiote Powder,https://en.wikipedia.org/wiki/Annatto,https://upload.wikimedia.org/wikipedia/commons/6/6c/Bixin.png,,
Annatto Oil,https://en.wikipedia.org/wiki/Annatto,https://upload.wikimedia.org/wikipedia/commons/6/6c/Bixin.png,,
Annatto Powder,https://en.wikipedia.org/wiki/Annatto,https://upload.wikimedia.org/wikipedia/commons/6/6c/Bixin.png,,
Annatto Seed,https://en.wikipedia.org/wiki/Annatto,https://upload.wikimedia.org/wikipedia/commons/6/6c/Bixin.png,,
Any Flavor Fruit Jam,https://en.wikipedia.org/wiki/Fruit_preserves,https://upload.wikimedia.org/wikipedia/en/b/b7/Pending-protection-shackle.svg,,
Any Flavor Fruit Jelly,https://en.wikipedia.org/wiki/Flavor,https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg,,
Any Flavor Syrup,NAN,NAN,,
Ao Nori,NAN,NAN,,
Appenzeller Cheese,https://en.wikipedia.org/wiki/Appenzeller_cheese,https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg,,
Apple,https://en.wikipedia.org/wiki/Apple,https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg,,
Apple Brandy,https://en.wikipedia.org/wiki/Fruit_brandy,https://upload.wikimedia.org/wikipedia/commons/f/f7/Flessen_drank.jpg,,
Apple Butter,https://en.wikipedia.org/wiki/Apple_butter,https://upload.wikimedia.org/wikipedia/commons/e/e3/Beurr%C3%A9e_d%27ni%C3%A8r_beurre_black_butter_on_bread.jpg,,
Apple Chutney,https://en.wikipedia.org/wiki/Chutney,https://upload.wikimedia.org/wikipedia/commons/5/55/DakshinChutneys.jpg,,
Apple Cider,https://en.wikipedia.org/wiki/Apple_cider,https://upload.wikimedia.org/wikipedia/commons/e/ee/Apples.jpg,,
Apple Cider Vinegar,https://en.wikipedia.org/wiki/Apple_cider_vinegar,https://upload.wikimedia.org/wikipedia/commons/e/ee/Apples.jpg,,
Apple Grape Cherry Juice,NAN,NAN,,
Apple Jack,https://en.wikipedia.org/wiki/Apple_Jacks,https://upload.wikimedia.org/wikipedia/en/e/e1/Apple-Jacks-Box-Small.jpg,,
Apple Jelly,https://en.wikipedia.org/wiki/Apple,https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg,,
Apple Juice,https://en.wikipedia.org/wiki/Apple_juice,https://upload.wikimedia.org/wikipedia/commons/e/ee/Apples.jpg,,
Apple Juice Concentrate,https://en.wikipedia.org/wiki/Apple_juice,https://upload.wikimedia.org/wikipedia/commons/e/ee/Apples.jpg,,
Apple Pie Filling,https://en.wikipedia.org/wiki/Apple_pie,https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg,,
Apple Pie Spice,https://en.wikipedia.org/wiki/Apple_pie,https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg,,
Apple Preserve,https://en.wikipedia.org/wiki/Apple_Inc.,https://upload.wikimedia.org/wikipedia/commons/c/cc/Apple_Store_San_Francisco_Union_Square_Store_Interior_201605.jpg,,
Apple Ring,https://en.wikipedia.org/wiki/AppleTalk,https://upload.wikimedia.org/wikipedia/en/f/f0/Farlon_localtalk.jpg,,
Apple Slice,https://en.wikipedia.org/wiki/Apple_corer,https://upload.wikimedia.org/wikipedia/commons/2/25/Apple_Corer.jpg,,
Apple Without Peel,https://en.wikipedia.org/wiki/Apple,https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg,,
Applesauce,https://en.wikipedia.org/wiki/Apple_sauce,https://upload.wikimedia.org/wikipedia/commons/e/ee/Apples.jpg,,
Applewood Bacon,https://en.wikipedia.org/wiki/Nueske%27s_Applewood_Smoked_Meats,https://upload.wikimedia.org/wikipedia/commons/4/4a/Gourmet_Bacon_Assortment.jpg,,
Applewood Ham,https://en.wikipedia.org/wiki/Ham_salad,https://upload.wikimedia.org/wikipedia/commons/1/1f/Jam%C3%B3n_de_Guijuelo_003.JPG,,
Apricot,https://en.wikipedia.org/wiki/Apricot,https://upload.wikimedia.org/wikipedia/commons/b/b9/Dried_apricot_01_Pengo.jpg,,
Apricot Brandy,https://en.wikipedia.org/wiki/Apricot_brandy,https://upload.wikimedia.org/wikipedia/commons/f/f7/Flessen_drank.jpg,,
Apricot Chutney,https://en.wikipedia.org/wiki/Chutney,https://upload.wikimedia.org/wikipedia/commons/5/55/DakshinChutneys.jpg,,
Apricot Gelatin,https://en.wikipedia.org/wiki/Bavarian_cream,https://upload.wikimedia.org/wikipedia/commons/d/df/Wikibooks-logo-en-noslogan.svg,,
Apricot Half,https://en.wikipedia.org/wiki/Mammea_americana,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png,,
Apricot Jam,https://en.wikipedia.org/wiki/Fruit_preserves,https://upload.wikimedia.org/wikipedia/en/b/b7/Pending-protection-shackle.svg,,
Apricot Jelly,https://en.wikipedia.org/wiki/Guepinia,https://upload.wikimedia.org/wikipedia/en/9/94/Symbol_support_vote.svg,,
Apricot Marmalade,https://en.wikipedia.org/wiki/Fruit_preserves,https://upload.wikimedia.org/wikipedia/en/b/b7/Pending-protection-shackle.svg,,
Apricot Nectar,https://en.wikipedia.org/wiki/List_of_Northern_American_nectar_sources_for_honey_bees,https://upload.wikimedia.org/wikipedia/en/9/91/Bee_on_clematis.jpg,,
Apricot Preserve,https://en.wikipedia.org/wiki/Fruit_preserves,https://upload.wikimedia.org/wikipedia/en/b/b7/Pending-protection-shackle.svg,,
Apricot Puree,NAN,NAN,,
Aquavit,NAN,NAN,,
Arabian Pita Bread,https://en.wikipedia.org/wiki/Pita,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,,
